,category,indicator,indicator_name,unit,sub_category,year,value,company name
285,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Tonnes,Total weight of tailings produced,2022,"2,026,354",Fortuna Silver Mines
286,Waste Management,EM-MM-150a.6,Total weight of waste rock generated,Tonnes,Total weight of waste rock generated,2022,"7,066,325",Fortuna Silver Mines
287,Waste Management,EM-MM-150a.7,Total weight of hazardous waste generated,Tonnes,Total weight of hazardous waste generated,2022,675,Fortuna Silver Mines
289,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2022,0,Fortuna Silver Mines
299,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2022,6,Fortuna Silver Mines
300,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2022,1.99,Fortuna Silver Mines
302,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2022,0,Fortuna Silver Mines
303,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2022,0,Fortuna Silver Mines
309,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Hours,"Average hours of health, safety, and emergency response training for full-time employees",2022,45.7,Fortuna Silver Mines
310,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Hours,"Average hours of health, safety, and emergency response training for contract employees",2022,0.53,Fortuna Silver Mines
314,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2022,"2,174",Fortuna Silver Mines
315,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2022,"1,965",Fortuna Silver Mines
316,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",%,Percentage of employees who are contractors,2022,47.47523556,Fortuna Silver Mines
317,Revenue,Revenue,,USD,Revenue,2022,681491000,Fortuna Silver Mines
318,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",Tonnes,Total gross global scope 1 emissions (CO2),2023,"88,902",Fortuna Silver Mines
319,GHG emissions,EM-MM-110a.1,"Gross global Scope 1 emissions, percentage covered under emissions-limiting regulations",%,Total percentage of gross global scope 1 emissions under emissions-limiting regulations,2023,0,Fortuna Silver Mines
320,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",ug/m3,Total CO emissions,2023,876.4,Fortuna Silver Mines
321,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",ug/m3,Total NOx emissions,2023,27.87,Fortuna Silver Mines
322,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",ug/m3,Total SOx emissions,2023,5.9,Fortuna Silver Mines
323,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",ug/m3,Total PM10 emissions,2023,61.52,Fortuna Silver Mines
326,Air Quality,EM-MM-120a.1,"Air emissions of the following pollutants: (1) CO, (2) NOx (excluding N2O), (3) SOx, (4) particulate matter (PM10), (5) mercury (Hg), (6) lead (Pb), and (7) volatile organic compounds (VOCs)",ug/m3,Total volatile organic compounds (VOCs) emissions,2023,0.57,Fortuna Silver Mines
327,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",Gigajoules (GJ),Total energy consumed,2023,"1,813,244",Fortuna Silver Mines
328,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from grid electricity,2023,34,Fortuna Silver Mines
329,Energy Management,EM-MM-130a.1,"(1) Total energy consumed, (2) percentage grid electricity, (3) percentage renewable",%,Percentage energy consumed from renewable electricity,2023,15,Fortuna Silver Mines
330,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water withdrawn,2023,"2,068",Fortuna Silver Mines
331,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",Thousand cubic meters,Total water consumed,2023,"1,678",Fortuna Silver Mines
334,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water withdrawn in high or extremely high baseline water stress areas against total freshwater withdrawn,2023,0,Fortuna Silver Mines
335,Water Management,EM-MM-140a.1,"(1) Total fresh water withdrawn, (2) total fresh water consumed, percentage of each in regions with High or Extremely High Baseline Water Stress",%,Percentage of water consumed in high or extremely high baseline water stress areas against total freshwater consumed,2023,0,Fortuna Silver Mines
338,Waste Management,EM-MM-150a.5,Total weight of tailings produced,Tonnes,Total weight of tailings produced,2023,"2,280,381",Fortuna Silver Mines
339,Waste Management,EM-MM-150a.6,Total weight of waste rock generated,Tonnes,Total weight of waste rock generated,2023,"8,270,314",Fortuna Silver Mines
340,Waste Management,EM-MM-150a.7,Total weight of hazardous waste generated,Tonnes,Total weight of hazardous waste generated,2023,944,Fortuna Silver Mines
342,Waste Management,EM-MM-150a.9,Number of significant incidents associated with hazardous materials and waste management,Count,Number of significant incidents associated with hazardous materials and waste management,2023,0,Fortuna Silver Mines
343,Biodiversity Impacts,EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",%,Percentage of total mine sites where acid rock drainage is predicted to occur,2023,20,Fortuna Silver Mines
344,Biodiversity Impacts,EM-MM-160a.2,"Percentage of mine sites where acid rock drainage is: (1) predicted to occur, (2) actively mitigated, and (3) under treatment or remediation",%,Percentage of total mine sites where acid rock drainage is actively mitigated,2023,20,Fortuna Silver Mines
352,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Count,Number of non-technical delays,2023,0,Fortuna Silver Mines
353,Community Relations,EM-MM-210b.2,(1) Number and (2) duration of nontechnical delays,Days,Duration of non-technical delays,2023,0,Fortuna Silver Mines
355,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Count,Number of strikes and lockouts,2023,0,Fortuna Silver Mines
356,Labour Practices,EM-MM-310a.2,Number and duration of strikes and lockouts,Days,Duration of strikes and lockouts,2023,0,Fortuna Silver Mines
362,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Hours,"Average hours of health, safety, and emergency response training for full-time employees",2023,40.89,Fortuna Silver Mines
363,Workforce Health and Safety,EM-MM-320a.1,"(1) MSHA all-incidence rate, (2) fatality rate, (3) near miss frequency rate (NMFR) and (4) average hours of health, safety, and emergency response training for (a) full-time employees and (b) contract employees",Hours,"Average hours of health, safety, and emergency response training for contract employees",2023,0.27,Fortuna Silver Mines
367,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of employees,2023,"2,490",Fortuna Silver Mines
368,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",Count,Total number of contractors,2023,"2,695",Fortuna Silver Mines
369,Employees,EM-MM-000.B,"Total number of employees, percentage contractors",%,Percentage of employees who are contractors,2023,52,Fortuna Silver Mines
370,Revenue,Revenue,,USD,Revenue,2023,842428000,Fortuna Silver Mines
